,country,date,count
6728,Australia,2/26/20,15
6729,Austria,2/26/20,2
6730,Azerbaijan,2/26/20,0
6731,Bahamas,2/26/20,0
6732,Bahrain,2/26/20,33
6733,Bangladesh,2/26/20,0
6734,Barbados,2/26/20,0
6735,Belarus,2/26/20,0
6736,Belgium,2/26/20,1
6737,Belize,2/26/20,0
6738,Benin,2/26/20,0
6739,Bhutan,2/26/20,0
6740,Bolivia,2/26/20,0
6741,Bosnia and Herzegovina,2/26/20,0
6742,Botswana,2/26/20,0
6743,Brazil,2/26/20,1
6744,Brunei,2/26/20,0
6745,Bulgaria,2/26/20,0
6746,Burkina Faso,2/26/20,0
6747,Burma,2/26/20,0
6748,Burundi,2/26/20,0
6749,Cabo Verde,2/26/20,0
6750,Cambodia,2/26/20,1
6751,Cameroon,2/26/20,0
6752,Canada,2/26/20,11
6753,Central African Republic,2/26/20,0
6754,Chad,2/26/20,0
6755,Chile,2/26/20,2
6756,China,2/26/20,78166
6757,Colombia,2/26/20,0
6758,Comoros,2/26/20,0
6759,Congo (Brazzaville),2/26/20,0
6760,Congo (Kinshasa),2/26/20,0
6761,Costa Rica,2/26/20,0
6762,Cote d'Ivoire,2/26/20,0
6763,Croatia,2/26/20,3
6764,Cuba,2/26/20,0
6765,Cyprus,2/26/20,0
6766,Czechia,2/26/20,0
6767,Denmark,2/26/20,0
6768,Diamond Princess,2/26/20,705
6769,Djibouti,2/26/20,0
6770,Dominica,2/26/20,0
6771,Dominican Republic,2/26/20,0
6772,Ecuador,2/26/20,0
6773,Egypt,2/26/20,1
6774,El Salvador,2/26/20,0
6775,Equatorial Guinea,2/26/20,0
6776,Eritrea,2/26/20,0
6777,Estonia,2/26/20,0
6778,Eswatini,2/26/20,0
6779,Ethiopia,2/26/20,0
6780,Fiji,2/26/20,0
6781,Finland,2/26/20,2
6782,France,2/26/20,18
6783,Gabon,2/26/20,0
6784,Gambia,2/26/20,0
6785,Georgia,2/26/20,1
6786,Germany,2/26/20,27
6787,Ghana,2/26/20,0
6788,Greece,2/26/20,1
6789,Grenada,2/26/20,0
6790,Guatemala,2/26/20,0
6791,Guinea,2/26/20,0
6792,Guinea-Bissau,2/26/20,0
6793,Guyana,2/26/20,0
6794,Haiti,2/26/20,0
6795,Holy See,2/26/20,0
6796,Honduras,2/26/20,0
6797,Hungary,2/26/20,0
6798,Iceland,2/26/20,0
6799,India,2/26/20,3
6800,Indonesia,2/26/20,0
6801,Iran,2/26/20,139
6802,Iraq,2/26/20,5
6803,Ireland,2/26/20,0
6804,Israel,2/26/20,2
6805,Italy,2/26/20,453
6806,Jamaica,2/26/20,0
6807,Japan,2/26/20,192
6808,Jordan,2/26/20,0
6809,Kazakhstan,2/26/20,0
6810,Kenya,2/26/20,0
6811,"Korea, South",2/26/20,1261
6812,Kosovo,2/26/20,0
6813,Kuwait,2/26/20,26
6814,Kyrgyzstan,2/26/20,0
6815,Laos,2/26/20,0
6816,Latvia,2/26/20,0
6817,Lebanon,2/26/20,2
6818,Lesotho,2/26/20,0
6819,Liberia,2/26/20,0
6820,Libya,2/26/20,0
6821,Liechtenstein,2/26/20,0
6822,Lithuania,2/26/20,0
6823,Luxembourg,2/26/20,0
6824,MS Zaandam,2/26/20,0
6825,Madagascar,2/26/20,0
6826,Malawi,2/26/20,0
6827,Malaysia,2/26/20,22
6828,Maldives,2/26/20,0
6829,Mali,2/26/20,0
6830,Malta,2/26/20,0
6831,Marshall Islands,2/26/20,0
6832,Mauritania,2/26/20,0
6833,Mauritius,2/26/20,0
6834,Mexico,2/26/20,0
6835,Micronesia,2/26/20,0
6836,Moldova,2/26/20,0
6837,Monaco,2/26/20,0
6838,Mongolia,2/26/20,0
6839,Montenegro,2/26/20,0
6840,Morocco,2/26/20,0
6841,Mozambique,2/26/20,0
6842,Namibia,2/26/20,0
6843,Nepal,2/26/20,1
6844,Netherlands,2/26/20,0
6845,New Zealand,2/26/20,0
6846,Nicaragua,2/26/20,0
6847,Niger,2/26/20,0
6848,Nigeria,2/26/20,0
6849,North Macedonia,2/26/20,1
6850,Norway,2/26/20,1
6851,Oman,2/26/20,4
6852,Pakistan,2/26/20,2
6853,Panama,2/26/20,0
6854,Papua New Guinea,2/26/20,0
6855,Paraguay,2/26/20,0
6856,Peru,2/26/20,0
6857,Philippines,2/26/20,3
6858,Poland,2/26/20,0
6859,Portugal,2/26/20,0
6860,Qatar,2/26/20,0
6861,Romania,2/26/20,1
6862,Russia,2/26/20,2
6863,Rwanda,2/26/20,0
6864,Saint Kitts and Nevis,2/26/20,0
6865,Saint Lucia,2/26/20,0
6866,Saint Vincent and the Grenadines,2/26/20,0
6867,Samoa,2/26/20,0
6868,San Marino,2/26/20,0
6869,Sao Tome and Principe,2/26/20,0
6870,Saudi Arabia,2/26/20,0
6871,Senegal,2/26/20,0
6872,Serbia,2/26/20,0
6873,Seychelles,2/26/20,0
6874,Sierra Leone,2/26/20,0
6875,Singapore,2/26/20,93
6876,Slovakia,2/26/20,0
6877,Slovenia,2/26/20,0
6878,Solomon Islands,2/26/20,0
6879,Somalia,2/26/20,0
6880,South Africa,2/26/20,0
6881,South Sudan,2/26/20,0
6882,Spain,2/26/20,13
6883,Sri Lanka,2/26/20,1
6884,Sudan,2/26/20,0
6885,Suriname,2/26/20,0
6886,Sweden,2/26/20,2
6887,Switzerland,2/26/20,1
6888,Syria,2/26/20,0
6889,Taiwan*,2/26/20,32
6890,Tajikistan,2/26/20,0
6891,Tanzania,2/26/20,0
6892,Thailand,2/26/20,40
6893,Timor-Leste,2/26/20,0
6894,Togo,2/26/20,0
6895,Trinidad and Tobago,2/26/20,0
6896,Tunisia,2/26/20,0
6897,Turkey,2/26/20,0
6898,US,2/26/20,16
6899,Uganda,2/26/20,0
6900,Ukraine,2/26/20,0
6901,United Arab Emirates,2/26/20,13
6902,United Kingdom,2/26/20,37
6903,Uruguay,2/26/20,0
6904,Uzbekistan,2/26/20,0
6905,Vanuatu,2/26/20,0
6906,Venezuela,2/26/20,0
6907,Vietnam,2/26/20,16
6908,West Bank and Gaza,2/26/20,0
6909,Yemen,2/26/20,0
6910,Zambia,2/26/20,0
6911,Zimbabwe,2/26/20,0
6912,Afghanistan,2/27/20,1
6913,Albania,2/27/20,0
6914,Algeria,2/27/20,1
6915,Andorra,2/27/20,0
6916,Angola,2/27/20,0
6917,Antigua and Barbuda,2/27/20,0
6918,Argentina,2/27/20,0
6919,Armenia,2/27/20,0
6920,Australia,2/27/20,15
6921,Austria,2/27/20,3
6922,Azerbaijan,2/27/20,0
6923,Bahamas,2/27/20,0
6924,Bahrain,2/27/20,33
6925,Bangladesh,2/27/20,0
6926,Barbados,2/27/20,0
6927,Belarus,2/27/20,0
6928,Belgium,2/27/20,1
6929,Belize,2/27/20,0
6930,Benin,2/27/20,0
6931,Bhutan,2/27/20,0
6932,Bolivia,2/27/20,0
6933,Bosnia and Herzegovina,2/27/20,0
6934,Botswana,2/27/20,0
6935,Brazil,2/27/20,1
6936,Brunei,2/27/20,0
6937,Bulgaria,2/27/20,0
6938,Burkina Faso,2/27/20,0
6939,Burma,2/27/20,0
6940,Burundi,2/27/20,0
6941,Cabo Verde,2/27/20,0
6942,Cambodia,2/27/20,1
6943,Cameroon,2/27/20,0
6944,Canada,2/27/20,13
6945,Central African Republic,2/27/20,0
6946,Chad,2/27/20,0
6947,Chile,2/27/20,2
6948,China,2/27/20,78600
6949,Colombia,2/27/20,0
6950,Comoros,2/27/20,0
6951,Congo (Brazzaville),2/27/20,0
6952,Congo (Kinshasa),2/27/20,0
6953,Costa Rica,2/27/20,0
6954,Cote d'Ivoire,2/27/20,0
6955,Croatia,2/27/20,3
6956,Cuba,2/27/20,0
6957,Cyprus,2/27/20,0
6958,Czechia,2/27/20,0
6959,Denmark,2/27/20,1
6960,Diamond Princess,2/27/20,705
6961,Djibouti,2/27/20,0
6962,Dominica,2/27/20,0
6963,Dominican Republic,2/27/20,0
6964,Ecuador,2/27/20,0
6965,Egypt,2/27/20,1
6966,El Salvador,2/27/20,0
6967,Equatorial Guinea,2/27/20,0
6968,Eritrea,2/27/20,0
6969,Estonia,2/27/20,1
6970,Eswatini,2/27/20,0
6971,Ethiopia,2/27/20,0
6972,Fiji,2/27/20,0
6973,Finland,2/27/20,2
6974,France,2/27/20,38
6975,Gabon,2/27/20,0
6976,Gambia,2/27/20,0
6977,Georgia,2/27/20,1
6978,Germany,2/27/20,46
6979,Ghana,2/27/20,0
6980,Greece,2/27/20,3
6981,Grenada,2/27/20,0
6982,Guatemala,2/27/20,0
6983,Guinea,2/27/20,0
6984,Guinea-Bissau,2/27/20,0
6985,Guyana,2/27/20,0
6986,Haiti,2/27/20,0
6987,Holy See,2/27/20,0
6988,Honduras,2/27/20,0
6989,Hungary,2/27/20,0
6990,Iceland,2/27/20,0
6991,India,2/27/20,3
6992,Indonesia,2/27/20,0
6993,Iran,2/27/20,245
6994,Iraq,2/27/20,7
6995,Ireland,2/27/20,0
6996,Israel,2/27/20,3
6997,Italy,2/27/20,655
6998,Jamaica,2/27/20,0
6999,Japan,2/27/20,218
7000,Jordan,2/27/20,0
7001,Kazakhstan,2/27/20,0
7002,Kenya,2/27/20,0
7003,"Korea, South",2/27/20,1766
7004,Kosovo,2/27/20,0
7005,Kuwait,2/27/20,43
7006,Kyrgyzstan,2/27/20,0
7007,Laos,2/27/20,0
7008,Latvia,2/27/20,0
7009,Lebanon,2/27/20,2
7010,Lesotho,2/27/20,0
7011,Liberia,2/27/20,0
7012,Libya,2/27/20,0
7013,Liechtenstein,2/27/20,0
7014,Lithuania,2/27/20,0
7015,Luxembourg,2/27/20,0
7016,MS Zaandam,2/27/20,0
7017,Madagascar,2/27/20,0
7018,Malawi,2/27/20,0
7019,Malaysia,2/27/20,23
7020,Maldives,2/27/20,0
7021,Mali,2/27/20,0
7022,Malta,2/27/20,0
7023,Marshall Islands,2/27/20,0
7024,Mauritania,2/27/20,0
7025,Mauritius,2/27/20,0
7026,Mexico,2/27/20,0
7027,Micronesia,2/27/20,0
7028,Moldova,2/27/20,0
7029,Monaco,2/27/20,0
7030,Mongolia,2/27/20,0
7031,Montenegro,2/27/20,0
7032,Morocco,2/27/20,0
7033,Mozambique,2/27/20,0
7034,Namibia,2/27/20,0
7035,Nepal,2/27/20,1
7036,Netherlands,2/27/20,1
7037,New Zealand,2/27/20,0
7038,Nicaragua,2/27/20,0
7039,Niger,2/27/20,0
7040,Nigeria,2/27/20,0
7041,North Macedonia,2/27/20,1
7042,Norway,2/27/20,1
7043,Oman,2/27/20,4
7044,Pakistan,2/27/20,2
7045,Panama,2/27/20,0
7046,Papua New Guinea,2/27/20,0
7047,Paraguay,2/27/20,0
7048,Peru,2/27/20,0
7049,Philippines,2/27/20,3
7050,Poland,2/27/20,0
7051,Portugal,2/27/20,0
7052,Qatar,2/27/20,0
7053,Romania,2/27/20,1
7054,Russia,2/27/20,2
7055,Rwanda,2/27/20,0
7056,Saint Kitts and Nevis,2/27/20,0
7057,Saint Lucia,2/27/20,0
7058,Saint Vincent and the Grenadines,2/27/20,0
7059,Samoa,2/27/20,0
7060,San Marino,2/27/20,1
7061,Sao Tome and Principe,2/27/20,0
7062,Saudi Arabia,2/27/20,0
7063,Senegal,2/27/20,0
7064,Serbia,2/27/20,0
7065,Seychelles,2/27/20,0
7066,Sierra Leone,2/27/20,0
7067,Singapore,2/27/20,93
7068,Slovakia,2/27/20,0
7069,Slovenia,2/27/20,0
7070,Solomon Islands,2/27/20,0
7071,Somalia,2/27/20,0
7072,South Africa,2/27/20,0
7073,South Sudan,2/27/20,0
7074,Spain,2/27/20,15
7075,Sri Lanka,2/27/20,1
7076,Sudan,2/27/20,0
7077,Suriname,2/27/20,0
7078,Sweden,2/27/20,3
7079,Switzerland,2/27/20,8
7080,Syria,2/27/20,0
7081,Taiwan*,2/27/20,32
7082,Tajikistan,2/27/20,0
7083,Tanzania,2/27/20,0
7084,Thailand,2/27/20,40
7085,Timor-Leste,2/27/20,0
7086,Togo,2/27/20,0
7087,Trinidad and Tobago,2/27/20,0
7088,Tunisia,2/27/20,0
7089,Turkey,2/27/20,0
7090,US,2/27/20,17
7091,Uganda,2/27/20,0
7092,Ukraine,2/27/20,0
7093,United Arab Emirates,2/27/20,13
7094,United Kingdom,2/27/20,44
7095,Uruguay,2/27/20,0
7096,Uzbekistan,2/27/20,0
7097,Vanuatu,2/27/20,0
7098,Venezuela,2/27/20,0
7099,Vietnam,2/27/20,16
7100,West Bank and Gaza,2/27/20,0
7101,Yemen,2/27/20,0
7102,Zambia,2/27/20,0
7103,Zimbabwe,2/27/20,0
7104,Afghanistan,2/28/20,1
7105,Albania,2/28/20,0
7106,Algeria,2/28/20,1
7107,Andorra,2/28/20,0
7108,Angola,2/28/20,0
7109,Antigua and Barbuda,2/28/20,0
7110,Argentina,2/28/20,0
7111,Armenia,2/28/20,0
7112,Australia,2/28/20,15
7113,Austria,2/28/20,3
7114,Azerbaijan,2/28/20,0
7115,Bahamas,2/28/20,0
7116,Bahrain,2/28/20,36
7117,Bangladesh,2/28/20,0
7118,Barbados,2/28/20,0
7119,Belarus,2/28/20,1
7120,Belgium,2/28/20,1
7121,Belize,2/28/20,0
7122,Benin,2/28/20,0
7123,Bhutan,2/28/20,0
7124,Bolivia,2/28/20,0
7125,Bosnia and Herzegovina,2/28/20,0
7126,Botswana,2/28/20,0
7127,Brazil,2/28/20,1
7128,Brunei,2/28/20,0
7129,Bulgaria,2/28/20,0
7130,Burkina Faso,2/28/20,0
7131,Burma,2/28/20,0
7132,Burundi,2/28/20,0
7133,Cabo Verde,2/28/20,0
7134,Cambodia,2/28/20,1
7135,Cameroon,2/28/20,0
7136,Canada,2/28/20,14
7137,Central African Republic,2/28/20,0
7138,Chad,2/28/20,0
7139,Chile,2/28/20,2
7140,China,2/28/20,78928
7141,Colombia,2/28/20,0
7142,Comoros,2/28/20,0
7143,Congo (Brazzaville),2/28/20,0
7144,Congo (Kinshasa),2/28/20,0
7145,Costa Rica,2/28/20,0
7146,Cote d'Ivoire,2/28/20,0
7147,Croatia,2/28/20,5
7148,Cuba,2/28/20,0
7149,Cyprus,2/28/20,0
7150,Czechia,2/28/20,0
7151,Denmark,2/28/20,1
7152,Diamond Princess,2/28/20,705
7153,Djibouti,2/28/20,0
7154,Dominica,2/28/20,0
7155,Dominican Republic,2/28/20,0
7156,Ecuador,2/28/20,0
7157,Egypt,2/28/20,1
7158,El Salvador,2/28/20,0
7159,Equatorial Guinea,2/28/20,0
7160,Eritrea,2/28/20,0
7161,Estonia,2/28/20,1
7162,Eswatini,2/28/20,0
7163,Ethiopia,2/28/20,0
7164,Fiji,2/28/20,0
7165,Finland,2/28/20,2
7166,France,2/28/20,57
7167,Gabon,2/28/20,0
7168,Gambia,2/28/20,0
7169,Georgia,2/28/20,1
7170,Germany,2/28/20,48
7171,Ghana,2/28/20,0
7172,Greece,2/28/20,4
7173,Grenada,2/28/20,0
7174,Guatemala,2/28/20,0
7175,Guinea,2/28/20,0
7176,Guinea-Bissau,2/28/20,0
7177,Guyana,2/28/20,0
7178,Haiti,2/28/20,0
7179,Holy See,2/28/20,0
7180,Honduras,2/28/20,0
7181,Hungary,2/28/20,0
7182,Iceland,2/28/20,1
7183,India,2/28/20,3
7184,Indonesia,2/28/20,0
7185,Iran,2/28/20,388
7186,Iraq,2/28/20,7
7187,Ireland,2/28/20,0
7188,Israel,2/28/20,6
7189,Italy,2/28/20,888
7190,Jamaica,2/28/20,0
7191,Japan,2/28/20,236
7192,Jordan,2/28/20,0
7193,Kazakhstan,2/28/20,0
7194,Kenya,2/28/20,0
7195,"Korea, South",2/28/20,2337
7196,Kosovo,2/28/20,0
7197,Kuwait,2/28/20,45
7198,Kyrgyzstan,2/28/20,0
7199,Laos,2/28/20,0
7200,Latvia,2/28/20,0
7201,Lebanon,2/28/20,2
7202,Lesotho,2/28/20,0
7203,Liberia,2/28/20,0
7204,Libya,2/28/20,0
7205,Liechtenstein,2/28/20,0
7206,Lithuania,2/28/20,0
7207,Luxembourg,2/28/20,0
7208,MS Zaandam,2/28/20,0
7209,Madagascar,2/28/20,0
7210,Malawi,2/28/20,0
7211,Malaysia,2/28/20,23
7212,Maldives,2/28/20,0
7213,Mali,2/28/20,0
7214,Malta,2/28/20,0
7215,Marshall Islands,2/28/20,0
7216,Mauritania,2/28/20,0
7217,Mauritius,2/28/20,0
7218,Mexico,2/28/20,1
7219,Micronesia,2/28/20,0
7220,Moldova,2/28/20,0
7221,Monaco,2/28/20,0
7222,Mongolia,2/28/20,0
7223,Montenegro,2/28/20,0
7224,Morocco,2/28/20,0
7225,Mozambique,2/28/20,0
7226,Namibia,2/28/20,0
7227,Nepal,2/28/20,1
7228,Netherlands,2/28/20,1
7229,New Zealand,2/28/20,1
7230,Nicaragua,2/28/20,0
7231,Niger,2/28/20,0
7232,Nigeria,2/28/20,1
7233,North Macedonia,2/28/20,1
7234,Norway,2/28/20,6
7235,Oman,2/28/20,4
7236,Pakistan,2/28/20,4
7237,Panama,2/28/20,0
7238,Papua New Guinea,2/28/20,0
7239,Paraguay,2/28/20,0
7240,Peru,2/28/20,0
7241,Philippines,2/28/20,3
7242,Poland,2/28/20,0
7243,Portugal,2/28/20,0
7244,Qatar,2/28/20,0
7245,Romania,2/28/20,3
7246,Russia,2/28/20,2
7247,Rwanda,2/28/20,0
7248,Saint Kitts and Nevis,2/28/20,0
7249,Saint Lucia,2/28/20,0
7250,Saint Vincent and the Grenadines,2/28/20,0
7251,Samoa,2/28/20,0
7252,San Marino,2/28/20,1
7253,Sao Tome and Principe,2/28/20,0
7254,Saudi Arabia,2/28/20,0
7255,Senegal,2/28/20,0
7256,Serbia,2/28/20,0
7257,Seychelles,2/28/20,0
7258,Sierra Leone,2/28/20,0
7259,Singapore,2/28/20,93
7260,Slovakia,2/28/20,0
7261,Slovenia,2/28/20,0
7262,Solomon Islands,2/28/20,0
7263,Somalia,2/28/20,0
7264,South Africa,2/28/20,0
7265,South Sudan,2/28/20,0
7266,Spain,2/28/20,32
7267,Sri Lanka,2/28/20,1
7268,Sudan,2/28/20,0
7269,Suriname,2/28/20,0
7270,Sweden,2/28/20,11
7271,Switzerland,2/28/20,8
7272,Syria,2/28/20,0
7273,Taiwan*,2/28/20,34
7274,Tajikistan,2/28/20,0
7275,Tanzania,2/28/20,0
7276,Thailand,2/28/20,41
7277,Timor-Leste,2/28/20,0
7278,Togo,2/28/20,0
7279,Trinidad and Tobago,2/28/20,0
7280,Tunisia,2/28/20,0
7281,Turkey,2/28/20,0
7282,US,2/28/20,17
7283,Uganda,2/28/20,0
7284,Ukraine,2/28/20,0
7285,United Arab Emirates,2/28/20,19
7286,United Kingdom,2/28/20,56
7287,Uruguay,2/28/20,0
7288,Uzbekistan,2/28/20,0
7289,Vanuatu,2/28/20,0
7290,Venezuela,2/28/20,0
7291,Vietnam,2/28/20,16
7292,West Bank and Gaza,2/28/20,0
7293,Yemen,2/28/20,0
7294,Zambia,2/28/20,0
7295,Zimbabwe,2/28/20,0
7296,Afghanistan,2/29/20,1
7297,Albania,2/29/20,0
7298,Algeria,2/29/20,1
7299,Andorra,2/29/20,0
7300,Angola,2/29/20,0
7301,Antigua and Barbuda,2/29/20,0
7302,Argentina,2/29/20,0
7303,Armenia,2/29/20,0
7304,Australia,2/29/20,25
7305,Austria,2/29/20,9
7306,Azerbaijan,2/29/20,0
7307,Bahamas,2/29/20,0
7308,Bahrain,2/29/20,41
7309,Bangladesh,2/29/20,0
7310,Barbados,2/29/20,0
7311,Belarus,2/29/20,1
7312,Belgium,2/29/20,1
7313,Belize,2/29/20,0
7314,Benin,2/29/20,0
7315,Bhutan,2/29/20,0
7316,Bolivia,2/29/20,0
7317,Bosnia and Herzegovina,2/29/20,0
7318,Botswana,2/29/20,0
7319,Brazil,2/29/20,2
7320,Brunei,2/29/20,0
7321,Bulgaria,2/29/20,0
7322,Burkina Faso,2/29/20,0
7323,Burma,2/29/20,0
7324,Burundi,2/29/20,0
7325,Cabo Verde,2/29/20,0
7326,Cambodia,2/29/20,1
7327,Cameroon,2/29/20,0
7328,Canada,2/29/20,20
7329,Central African Republic,2/29/20,0
7330,Chad,2/29/20,0
7331,Chile,2/29/20,2
7332,China,2/29/20,79356
7333,Colombia,2/29/20,0
7334,Comoros,2/29/20,0
7335,Congo (Brazzaville),2/29/20,0
7336,Congo (Kinshasa),2/29/20,0
7337,Costa Rica,2/29/20,0
7338,Cote d'Ivoire,2/29/20,0
7339,Croatia,2/29/20,6
7340,Cuba,2/29/20,0
7341,Cyprus,2/29/20,0
7342,Czechia,2/29/20,0
7343,Denmark,2/29/20,3
7344,Diamond Princess,2/29/20,705
7345,Djibouti,2/29/20,0
7346,Dominica,2/29/20,0
7347,Dominican Republic,2/29/20,0
7348,Ecuador,2/29/20,0
7349,Egypt,2/29/20,1
7350,El Salvador,2/29/20,0
7351,Equatorial Guinea,2/29/20,0
7352,Eritrea,2/29/20,0
7353,Estonia,2/29/20,1
7354,Eswatini,2/29/20,0
7355,Ethiopia,2/29/20,0
7356,Fiji,2/29/20,0
7357,Finland,2/29/20,3
7358,France,2/29/20,100
7359,Gabon,2/29/20,0
7360,Gambia,2/29/20,0
7361,Georgia,2/29/20,1
7362,Germany,2/29/20,79
7363,Ghana,2/29/20,0
7364,Greece,2/29/20,4
7365,Grenada,2/29/20,0
7366,Guatemala,2/29/20,0
7367,Guinea,2/29/20,0
7368,Guinea-Bissau,2/29/20,0
7369,Guyana,2/29/20,0
7370,Haiti,2/29/20,0
7371,Holy See,2/29/20,0
7372,Honduras,2/29/20,0
7373,Hungary,2/29/20,0
7374,Iceland,2/29/20,1
7375,India,2/29/20,3
7376,Indonesia,2/29/20,0
7377,Iran,2/29/20,593
7378,Iraq,2/29/20,13
7379,Ireland,2/29/20,1
7380,Israel,2/29/20,6
7381,Italy,2/29/20,1128
7382,Jamaica,2/29/20,0
7383,Japan,2/29/20,245
7384,Jordan,2/29/20,0
7385,Kazakhstan,2/29/20,0
7386,Kenya,2/29/20,0
7387,"Korea, South",2/29/20,3150
7388,Kosovo,2/29/20,0
7389,Kuwait,2/29/20,45
7390,Kyrgyzstan,2/29/20,0
7391,Laos,2/29/20,0
7392,Latvia,2/29/20,0
7393,Lebanon,2/29/20,4
7394,Lesotho,2/29/20,0
7395,Liberia,2/29/20,0
7396,Libya,2/29/20,0
7397,Liechtenstein,2/29/20,0
7398,Lithuania,2/29/20,1
7399,Luxembourg,2/29/20,1
7400,MS Zaandam,2/29/20,0
7401,Madagascar,2/29/20,0
7402,Malawi,2/29/20,0
7403,Malaysia,2/29/20,25
7404,Maldives,2/29/20,0
7405,Mali,2/29/20,0
7406,Malta,2/29/20,0
7407,Marshall Islands,2/29/20,0
7408,Mauritania,2/29/20,0
7409,Mauritius,2/29/20,0
7410,Mexico,2/29/20,4
7411,Micronesia,2/29/20,0
7412,Moldova,2/29/20,0
7413,Monaco,2/29/20,1
7414,Mongolia,2/29/20,0
7415,Montenegro,2/29/20,0
7416,Morocco,2/29/20,0
7417,Mozambique,2/29/20,0
7418,Namibia,2/29/20,0
7419,Nepal,2/29/20,1
7420,Netherlands,2/29/20,6
7421,New Zealand,2/29/20,1
7422,Nicaragua,2/29/20,0
7423,Niger,2/29/20,0
7424,Nigeria,2/29/20,1
7425,North Macedonia,2/29/20,1
7426,Norway,2/29/20,15
7427,Oman,2/29/20,6
7428,Pakistan,2/29/20,4
7429,Panama,2/29/20,0
7430,Papua New Guinea,2/29/20,0
7431,Paraguay,2/29/20,0
7432,Peru,2/29/20,0
7433,Philippines,2/29/20,3
7434,Poland,2/29/20,0
7435,Portugal,2/29/20,0
7436,Qatar,2/29/20,1
7437,Romania,2/29/20,3
7438,Russia,2/29/20,2
7439,Rwanda,2/29/20,0
7440,Saint Kitts and Nevis,2/29/20,0
7441,Saint Lucia,2/29/20,0
7442,Saint Vincent and the Grenadines,2/29/20,0
7443,Samoa,2/29/20,0
7444,San Marino,2/29/20,1
7445,Sao Tome and Principe,2/29/20,0
7446,Saudi Arabia,2/29/20,0
7447,Senegal,2/29/20,0
7448,Serbia,2/29/20,0
7449,Seychelles,2/29/20,0
7450,Sierra Leone,2/29/20,0
7451,Singapore,2/29/20,102
7452,Slovakia,2/29/20,0
7453,Slovenia,2/29/20,0
7454,Solomon Islands,2/29/20,0
7455,Somalia,2/29/20,0
7456,South Africa,2/29/20,0
7457,South Sudan,2/29/20,0
7458,Spain,2/29/20,45
7459,Sri Lanka,2/29/20,1
7460,Sudan,2/29/20,0
7461,Suriname,2/29/20,0
7462,Sweden,2/29/20,14
7463,Switzerland,2/29/20,18
7464,Syria,2/29/20,0
7465,Taiwan*,2/29/20,39
7466,Tajikistan,2/29/20,0
7467,Tanzania,2/29/20,0
7468,Thailand,2/29/20,42
7469,Timor-Leste,2/29/20,0
7470,Togo,2/29/20,0
7471,Trinidad and Tobago,2/29/20,0
7472,Tunisia,2/29/20,0
7473,Turkey,2/29/20,0
7474,US,2/29/20,25
7475,Uganda,2/29/20,0
7476,Ukraine,2/29/20,0
7477,United Arab Emirates,2/29/20,21
7478,United Kingdom,2/29/20,61
7479,Uruguay,2/29/20,0
7480,Uzbekistan,2/29/20,0
7481,Vanuatu,2/29/20,0
7482,Venezuela,2/29/20,0
7483,Vietnam,2/29/20,16
7484,West Bank and Gaza,2/29/20,0
7485,Yemen,2/29/20,0
7486,Zambia,2/29/20,0
7487,Zimbabwe,2/29/20,0
7488,Afghanistan,3/1/20,1
7489,Albania,3/1/20,0
7490,Algeria,3/1/20,1
7491,Andorra,3/1/20,0
7492,Angola,3/1/20,0
7493,Antigua and Barbuda,3/1/20,0
7494,Argentina,3/1/20,0
7495,Armenia,3/1/20,1
7496,Australia,3/1/20,27
7497,Austria,3/1/20,14
7498,Azerbaijan,3/1/20,3
7499,Bahamas,3/1/20,0
7500,Bahrain,3/1/20,47
7501,Bangladesh,3/1/20,0
7502,Barbados,3/1/20,0
7503,Belarus,3/1/20,1
7504,Belgium,3/1/20,2
7505,Belize,3/1/20,0
7506,Benin,3/1/20,0
7507,Bhutan,3/1/20,0
7508,Bolivia,3/1/20,0
7509,Bosnia and Herzegovina,3/1/20,0
7510,Botswana,3/1/20,0
7511,Brazil,3/1/20,2
7512,Brunei,3/1/20,0
7513,Bulgaria,3/1/20,0
7514,Burkina Faso,3/1/20,0
7515,Burma,3/1/20,0
7516,Burundi,3/1/20,0
7517,Cabo Verde,3/1/20,0
7518,Cambodia,3/1/20,1
7519,Cameroon,3/1/20,0
7520,Canada,3/1/20,24
7521,Central African Republic,3/1/20,0
7522,Chad,3/1/20,0
7523,Chile,3/1/20,9
7524,China,3/1/20,79932
7525,Colombia,3/1/20,0
7526,Comoros,3/1/20,0
7527,Congo (Brazzaville),3/1/20,0
7528,Congo (Kinshasa),3/1/20,0
7529,Costa Rica,3/1/20,0
7530,Cote d'Ivoire,3/1/20,0
7531,Croatia,3/1/20,7
7532,Cuba,3/1/20,0
7533,Cyprus,3/1/20,0
7534,Czechia,3/1/20,3
7535,Denmark,3/1/20,4
7536,Diamond Princess,3/1/20,705
7537,Djibouti,3/1/20,0
7538,Dominica,3/1/20,0
7539,Dominican Republic,3/1/20,1
7540,Ecuador,3/1/20,6
7541,Egypt,3/1/20,2
7542,El Salvador,3/1/20,0
7543,Equatorial Guinea,3/1/20,0
7544,Eritrea,3/1/20,0
7545,Estonia,3/1/20,1
7546,Eswatini,3/1/20,0
7547,Ethiopia,3/1/20,0
7548,Fiji,3/1/20,0
7549,Finland,3/1/20,6
7550,France,3/1/20,130
7551,Gabon,3/1/20,0
7552,Gambia,3/1/20,0
7553,Georgia,3/1/20,3
7554,Germany,3/1/20,130
